source_id,venue,issn_queried,opf_id,opf_title,listed_in_doaj,opf_publisher,policy_id,oa_prohibited,article_version,license,embargo_amount,embargo_units,additional_oa_fee,locations,named_repositories,prerequisite_funders
S134307298,Applied Catalysis B: Environmental,0926-3373,11129,Applied Catalysis B: Environment and Energy,no,Elsevier,7298,no,accepted,cc_by_nc_nd,12,months,no,institutional_repository;subject_repository,NA,Wellcome Trust;en;name;name;Name;en;en;English;en;UK Research and Innovation;UKRI;acronym;acronym;Acronym;en;Research England (UKRI)
S72684844,Journal of Animal Science,0021-8812,6226,Journal of Animal Science,no,Oxford University Press,1107,no,submitted,NA,NA,NA,no,any_repository;any_website;authors_homepage;funder_designated_location;named_repository;non_commercial_subject_repository,medRxiv,NA
S72684844,Journal of Animal Science,0021-8812,6226,Journal of Animal Science,no,Oxford University Press,1107,no,accepted,NA,NA,NA,no,authors_homepage,NA,NA
S72684844,Journal of Animal Science,0021-8812,6226,Journal of Animal Science,no,Oxford University Press,1107,no,accepted,NA,12,months,no,institutional_repository;non_commercial_subject_repository,NA,NA
S72684844,Journal of Animal Science,0021-8812,6226,Journal of Animal Science,no,Oxford University Press,1107,no,accepted,NA,12,months,no,named_repository,PubMed Central,USA National Institutes of Health;en;NIH;name;name;Name;en;en;English;en
S72684844,Journal of Animal Science,0021-8812,6226,Journal of Animal Science,no,Oxford University Press,1107,no,published,cc_by,NA,NA,yes,any_website;this_journal,NA,NA
S72684844,Journal of Animal Science,0021-8812,6226,Journal of Animal Science,no,Oxford University Press,1107,no,published,cc_by_nc;cc_by_nc_nd,NA,NA,yes,non_commercial_website;this_journal,NA,NA
S47215897,Antimicrobial Agents and Chemotherapy,0066-4804,6213,Antimicrobial Agents and Chemotherapy,no,American Society for Microbiology,16,no,published,NA,12,months,no,this_journal,NA,NA
S47215897,Antimicrobial Agents and Chemotherapy,0066-4804,6213,Antimicrobial Agents and Chemotherapy,no,American Society for Microbiology,16,no,published,cc_by,NA,NA,yes,any_website;named_repository;this_journal,PubMed Central,NA
S47215897,Antimicrobial Agents and Chemotherapy,0066-4804,6213,Antimicrobial Agents and Chemotherapy,no,American Society for Microbiology,16,no,accepted,cc_by,NA,NA,no,any_website;authors_homepage;institutional_repository;named_repository,PubMed Central,NA
S47215897,Antimicrobial Agents and Chemotherapy,0066-4804,6213,Antimicrobial Agents and Chemotherapy,no,American Society for Microbiology,16,no,submitted,NA,NA,NA,no,named_repository;preprint_repository,bioRxiv,NA
S2738498342,EFSA Journal,1831-4732,37180,EFSA Journal,yes,Wiley,5171,no,published,cc_by_nd,NA,NA,no,any_website;this_journal,NA,NA
S25293849,The FASEB Journal,0892-6638,14441,The FASEB Journal,no,Wiley,6295,no,submitted,NA,NA,NA,no,non_commercial_institutional_repository;preprint_repository,NA,NA
S25293849,The FASEB Journal,0892-6638,14441,The FASEB Journal,no,Wiley,6295,no,published,cc_by,NA,NA,yes,any_website;named_repository;this_journal,PubMed Central,NA
S25293849,The FASEB Journal,0892-6638,14441,The FASEB Journal,no,Wiley,6295,no,published,cc_by_nc;cc_by_nc_nd,NA,NA,yes,named_repository;non_commercial_website;this_journal,PubMed Central,NA
S10134376,Sustainability,2071-1050,17525,Sustainability,no,MDPI,487,no,submitted;accepted,cc_by,NA,NA,no,any_website,NA,NA
S10134376,Sustainability,2071-1050,17525,Sustainability,no,MDPI,487,no,published,cc_by,NA,NA,no,any_website;this_journal,NA,NA
S202381698,PLoS ONE,1932-6203,17599,PLoS ONE,yes,Public Library of Science,112,no,published,cc_by,NA,NA,no,any_website;named_repository;this_journal,PubMed Central,NA
S202381698,PLoS ONE,1932-6203,17599,PLoS ONE,yes,Public Library of Science,112,no,accepted,cc_by,NA,NA,no,any_website;institutional_repository,NA,NA
S202381698,PLoS ONE,1932-6203,17599,PLoS ONE,yes,Public Library of Science,112,no,submitted,cc_by,NA,NA,no,institutional_repository;preprint_repository,NA,NA
S196734849,Scientific Reports,2045-2322,24229,Scientific Reports,yes,Nature Research,4410,no,published,cc_by,NA,NA,no,any_website;this_journal,NA,NA
S196734849,Scientific Reports,2045-2322,24229,Scientific Reports,yes,Nature Research,4410,no,published,cc_by_nc_nd,NA,NA,no,non_commercial_website;this_journal,NA,NA
S15137598,Journal of Clinical Oncology,0732-183X,14962,Journal of Clinical Oncology,no,American Society of Clinical Oncology,413,no,published,NA,12,months,no,named_repository,PubMed Central,USA National Institutes of Health;en;NIH;name;name;Name;en;en;English;en;USA Department of Energy;en;DOE;name;name;Name;en;en;English;en;Agency for Healthcare Research and Quality;en;AHRQ;name;name;Name;en;en;English;en;USA Institute of Education Sciences;en;IES;name;name;Name;en;en;English;en;National Aeronautics and Space Administration;en;NASA;acronym;acronym;Acronym;en;en;English;en;USA National Science Foundation;en;NSF;name;name;Name;en;en;English;en
S15137598,Journal of Clinical Oncology,0732-183X,14962,Journal of Clinical Oncology,no,American Society of Clinical Oncology,413,no,published,NA,6,months,no,funder_designated_location,NA,NA
S15137598,Journal of Clinical Oncology,0732-183X,14962,Journal of Clinical Oncology,no,American Society of Clinical Oncology,413,no,published,cc_by;cc_by_nc_nd,NA,NA,yes,any_repository;funder_designated_location;institutional_repository;named_repository;this_journal,PubMed Central,NA
S15137598,Journal of Clinical Oncology,0732-183X,14962,Journal of Clinical Oncology,no,American Society of Clinical Oncology,413,no,published,NA,12,months,NA,this_journal,NA,NA
S15137598,Journal of Clinical Oncology,0732-183X,14962,Journal of Clinical Oncology,no,American Society of Clinical Oncology,413,no,accepted,NA,12,months,no,authors_homepage;institutional_repository;institutional_website,NA,NA
