paperid,volume,issue,first_author_affiliation,correspondence_author_affiliation
26011,5,2,"Laboratory for Water and Sewerage Management (GEA), ENGREF, 648 rue Jean-François Breton, BP 44494 34093 Montpellier Cedex 5, France,","Laboratory for Water and Sewerage Management (GEA), ENGREF, 648 rue Jean-François Breton, BP 44494 34093 Montpellier Cedex 5, France,"
26016,5,2,"Water Unit, Tecnoma-Cataluña. Mallorca, 272-276, 3r. E-08037, Barcelona, Spain, (E-mail:","Water Unit, Tecnoma-Cataluña. Mallorca, 272-276, 3r. E-08037, Barcelona, Spain, (E-mail:"
25989,5,2,"Cooperative Research Centre for Water Quality and Treatment, Adelaide SA, Australia, Private Mail Bag 3, Salisbury SA 5108 (E-mail:","Cooperative Research Centre for Water Quality and Treatment, Adelaide SA, Australia, Private Mail Bag 3, Salisbury SA 5108 (E-mail:"
25991,5,2,"Fraunhofer Institute, Systems and Innovation Research, Breslauer Strasse 48, D-76139 Karlsruhe, Germany (E-mail:","Fraunhofer Institute, Systems and Innovation Research, Breslauer Strasse 48, D-76139 Karlsruhe, Germany (E-mail:"
26046,5,3-4,"Environmental Engineering Consultant, Boston, Massachusetts, USA (E-mail:","Environmental Engineering Consultant, Boston, Massachusetts, USA (E-mail:"
26096,5,3-4,"Department of Industrial Electrical Engineering and Automation, Lund University, Sweden (E-mail:","Department of Industrial Electrical Engineering and Automation, Lund University, Sweden (E-mail:"
26051,5,3-4,"Department of Environmental Engineering, Korea University, Jochiwon, Choongnam, 339-800 Korea (E-mail:","Department of Environmental Engineering, Korea University, Jochiwon, Choongnam, 339-800 Korea (E-mail:"
26057,5,3-4,"Waterworks Research Institute, Seoul Metropolitan Government, 130-1 Gui2, Gwangjin, Seoul 143-820, Republic of Korea (E-mail:","Waterworks Research Institute, Seoul Metropolitan Government, 130-1 Gui2, Gwangjin, Seoul 143-820, Republic of Korea (E-mail:"
26060,5,3-4,"Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:","Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:"
26062,5,3-4,"Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:","Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:"
26063,5,3-4,"Laboratório Nacional de Engenharia Civil, Av. do Brasil 101, 1700-066 Lisbon, Portugal (E-mail:","Laboratório Nacional de Engenharia Civil, Av. do Brasil 101, 1700-066 Lisbon, Portugal (E-mail:"
26064,5,3-4,"Antonio Zúñiga 21 A Silao, Guanajuato Mexico C.P. 36110;","Antonio Zúñiga 21 A Silao, Guanajuato Mexico C.P. 36110;"
26079,5,3-4,"Institute for Water Technology-Polytechnic University of Valencia, Spain (E-mail:","Institute for Water Technology-Polytechnic University of Valencia, Spain (E-mail:"
26086,5,3-4,"Sales and Customer Service Division, Rand Water, P O Box 1127, Johannesburg 2000, Republic of South Africa","Sales and Customer Service Division, Rand Water, P O Box 1127, Johannesburg 2000, Republic of South Africa"
26088,5,3-4,"Sales and Customer Service Division, Rand Water, P O Box 1127, Johannesburg 2000, Republic of South Africa","Sales and Customer Service Division, Rand Water, P O Box 1127, Johannesburg 2000, Republic of South Africa"
26067,5,5,"Waterworks Research Institute, Seoul Metropolitan Government, Guui 2-dong, Gwangjin-gu, Seoul 130-1, Korea (E-mail:","Waterworks Research Institute, Seoul Metropolitan Government, Guui 2-dong, Gwangjin-gu, Seoul 130-1, Korea (E-mail:"
26073,5,5,"Busan Water Quality Institute, 421-1 Maeri, Sangdongmyun, Kimhae, 621-813, Republic of Korea (E-mail:","Busan Water Quality Institute, 421-1 Maeri, Sangdongmyun, Kimhae, 621-813, Republic of Korea (E-mail:"
26076,5,5,"DHV Water BV, PO Box 484, 3800 AL Amersfoort, The Netherlands (E-mail:","DHV Water BV, PO Box 484, 3800 AL Amersfoort, The Netherlands (E-mail:"
26078,5,5,"National Research Center for Environmental and Hazardous waste Management, Chulalongkorn University, 254 Phayathai Road, Wangmai, Pathumwan, Bangkok, 10330, Thailand (E-mail:","National Research Center for Environmental and Hazardous waste Management, Chulalongkorn University, 254 Phayathai Road, Wangmai, Pathumwan, Bangkok, 10330, Thailand (E-mail:"
26084,5,5,"Department of Civil Engineering, University of Rome Tor Vergata, Via del Politecnico 1, 00133 Rome, Italy (E-mail:","Department of Civil Engineering, University of Rome Tor Vergata, Via del Politecnico 1, 00133 Rome, Italy (E-mail:"
26087,5,5,"Department of Civil, Construction, and Environmental Engineering, North Carolina State University, Raleigh, NC 27695-7908, USA (E-mail:","Department of Civil, Construction, and Environmental Engineering, North Carolina State University, Raleigh, NC 27695-7908, USA (E-mail:"
26069,5,5,"Civil Engineering Department, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260","Civil Engineering Department, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260"
26071,5,5,"MWH and The Johns Hopkins University, 40814 Stoneburner Mill Lane, Lovettsville, Virginia USA (E-mail:","MWH and The Johns Hopkins University, 40814 Stoneburner Mill Lane, Lovettsville, Virginia USA (E-mail:"
26133,5,6,"Societá Metropolitana Acque Torino Spa, Corso XI Febbraio 14, 10152 Torino, Italy, Chairman of the IWA Statistics & Economics Specialist Group","Societá Metropolitana Acque Torino Spa, Corso XI Febbraio 14, 10152 Torino, Italy, Chairman of the IWA Statistics & Economics Specialist Group"
26113,5,6,"European Investment Bank, 100 Boulevard Konrad Adenauer, L-2950 Luxembourg","European Investment Bank, 100 Boulevard Konrad Adenauer, L-2950 Luxembourg"
26125,5,6,"ILMSS Ltd, 3 Hillview Close, Llanrhos, Llandudno, North Wales LL30 1SL, UK (E-mail:","ILMSS Ltd, 3 Hillview Close, Llanrhos, Llandudno, North Wales LL30 1SL, UK (E-mail:"
26128,5,6,"Department of Environmental Engineering, Kun Shan University, 949 Da Wan Road, Yung-Kang City, Tainan Hsien 710, Chinese Taiwan","Department of Environmental Engineering, Kun Shan University, 949 Da Wan Road, Yung-Kang City, Tainan Hsien 710, Chinese Taiwan"
26120,6,1,"Laboratoire d'Ingénierie des Procédés de l'Environnement, INSA Toulouse, 135 Avenue de Rangueil 31077 Toulouse, Cedex 4 France, (E-mail:","Laboratoire d'Ingénierie des Procédés de l'Environnement, INSA Toulouse, 135 Avenue de Rangueil 31077 Toulouse, Cedex 4 France, (E-mail:"
26149,6,1,"Institute of Hydrodynamics, Academy of Sciences of the Czech Republic, Pod Patankou 5, 16612 Prague, 6, Czech Republic, (E-mail:","Institute of Hydrodynamics, Academy of Sciences of the Czech Republic, Pod Patankou 5, 16612 Prague, 6, Czech Republic, (E-mail:"
26150,6,1,"Water Environment and Remediation Center, Korea Institute of Science and Technology P.O. Box 131, Cheongryang, Seoul, 130-650, Korea, (E-mail:","Water Environment and Remediation Center, Korea Institute of Science and Technology P.O. Box 131, Cheongryang, Seoul, 130-650, Korea, (E-mail:"
26152,6,1,"Soil and Water Sciences Department, Faculty of Agricultural, Food and Environmental Quality Sciences, The Hebrew University of Jerusalem, POB 12, Rehovot, 71612, Israel, (E-mail:","Soil and Water Sciences Department, Faculty of Agricultural, Food and Environmental Quality Sciences, The Hebrew University of Jerusalem, POB 12, Rehovot, 71612, Israel, (E-mail:"
26153,6,1,"Shenzhen Municipal Engineering Design Institute, 3007 Sun Gang West Road, Shenzhen, China","Department of Civil Engineering, The University of Hong Kong, Pokfulam Road, Hong Kong, China,"
26124,6,1,"Centre for Environmental Health Engineering (CEHE), School of Engineering, University of Surrey, Guildford, Surrey, GU2 7XH, United Kingdom, (E-mail:","Centre for Environmental Health Engineering (CEHE), School of Engineering, University of Surrey, Guildford, Surrey, GU2 7XH, United Kingdom, (E-mail:"
26126,6,1,"Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea, (E-mail:","Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea, (E-mail:"
26129,6,1,"Asian Institute of Science and Technology, Thailand, (e-mail:","Asian Institute of Science and Technology, Thailand, (e-mail:"
26143,6,1,"School of Municipal and Environmental Engineering, Harbin Institute of Technology, Harbin, China, (E-mail:","School of Municipal and Environmental Engineering, Harbin Institute of Technology, Harbin, China, (E-mail:"
26144,6,1,"College of Environmental Science and Engineering, Donghua University, Shanghai, 200051, People's Republic of China","College of Environmental Science and Engineering, Donghua University, Shanghai, 200051, People's Republic of China"
26192,6,2,"Environmental Technology Centre, Murdoch University, Western Australia, 6150","Environmental Technology Centre, Murdoch University, Western Australia, 6150"
26210,6,2,"Zenon Environmental Inc, 3239 Dundas Street, W. Oakville, ON, L7N 2B2 Canada, (E-mail:","Zenon Environmental Inc, 3239 Dundas Street, W. Oakville, ON, L7N 2B2 Canada, (E-mail:"
26229,6,2,"Department of Public Health, National Taiwan University, 1 Jen-Ai Road, Sec. 1, Taipei, Chinese Taiwan, (E-mail:","Department of Public Health, National Taiwan University, 1 Jen-Ai Road, Sec. 1, Taipei, Chinese Taiwan, (E-mail:"
26232,6,2,"Department of Environmental Engineering, National Cheng Kung University, Tainan City, 70101, Chinese Taiwan,","Department of Environmental Engineering, National Cheng Kung University, Tainan City, 70101, Chinese Taiwan,"
26234,6,2,"University of Seoul, Dept. of Environmental Engineering, 90 Jeonnong-dong, Dongdaemun-gu, Seoul, 130-743, Korea, (E-mail:","University of Seoul, Dept. of Environmental Engineering, 90 Jeonnong-dong, Dongdaemun-gu, Seoul, 130-743, Korea, (E-mail:"
26238,6,2,"Department of Safety, Health and Environmental Engineering, National Kaohsiung First University of Science and Technology, Kaohsiung, 811, Chinese Taiwan,","Department of Safety, Health and Environmental Engineering, National Kaohsiung First University of Science and Technology, Kaohsiung, 811, Chinese Taiwan,"
26240,6,2,"Department of Civil and Environmental Engineering, Waseda University, 3-4-1 Okubo, Shinjuku-ku, Tokyo, 169-8555 Japan","Department of Civil and Environmental Engineering, Waseda University, 3-4-1 Okubo, Shinjuku-ku, Tokyo, 169-8555 Japan"
26243,6,2,"Department of Environmental Engineering, University of Seoul, 90 Junnondong, Dongdaemungu, Seoul, 130-743, Korea, (E-mail:","Department of Environmental Engineering, University of Seoul, 90 Junnondong, Dongdaemungu, Seoul, 130-743, Korea, (E-mail:"
26194,6,2,"Water Environment and Remediation Center, Korea Institute of Science and Technology, PO Box 131, Cheongryang, Seoul 130-650, Korea, (E-mail:","Water Environment and Remediation Center, Korea Institute of Science and Technology, PO Box 131, Cheongryang, Seoul 130-650, Korea, (E-mail:"
26200,6,2,"Department of Environmental Engineering, National Chung-Hsing University, 250 Kuo-Kuang Road, Taichung, 402, Chinese Taiwan, (E-mail:","Department of Environmental Engineering, National Chung-Hsing University, 250 Kuo-Kuang Road, Taichung, 402, Chinese Taiwan, (E-mail:"
26203,6,2,"Department of Environmental Engineering, Marmara University, Goztepe 81040, Istanbul, Turkey, (E-mail:","Department of Environmental Engineering, Marmara University, Goztepe 81040, Istanbul, Turkey, (E-mail:"
26204,6,2,"Department of Environmental Science and Engineering, Tsinghua University, Beijing, 100084, China, (E-mail:","Department of Environmental Science and Engineering, Tsinghua University, Beijing, 100084, China, (E-mail:"
26206,6,2,"Department of Environmental Engineering, National Cheng Kung University, Tainan City, 70101, Taiwan, ROC","Department of Environmental Engineering, National Cheng Kung University, Tainan City, 70101, Taiwan, ROC"
26207,6,2,"Hiroshima University, Environmental Research and Management Center, 1-5-3 Kagamiyama, Higashi-Hiroshima, Hiroshima, 739-8513, Japan","Graduate School of Engineering, Hiroshima University, 1-4-1 Kagamiyama, Higashi-Hiroshima, Hiroshima, 739-8527, Japan,"
26209,6,2,"Center for Water Research, Department of Civil Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore, 119260","Center for Water Research, Department of Civil Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore, 119260"
26211,6,2,"Purification Division, Bureau of Waterworks, Tokyo Metropolitan Government, 2-8-1 Nishishinjuku, Shinjuku-ku, Tokyo, 163-8001, Japan,","Purification Division, Bureau of Waterworks, Tokyo Metropolitan Government, 2-8-1 Nishishinjuku, Shinjuku-ku, Tokyo, 163-8001, Japan,"
26212,6,2,"Department of Environmental Engineering, National Cheng Kung University, Tainan City, Chinese Taiwan","Department of Environmental Engineering, National Cheng Kung University, Tainan City, Chinese Taiwan"
26214,6,2,"Department of Environmental Engineering, Yonsei University, 234 Maeji, Heungup, Wonju city, Kangwon, Korea, (E-mail:","Department of Environmental Engineering, Yonsei University, 234 Maeji, Heungup, Wonju city, Kangwon, Korea, (E-mail:"
26215,6,2,"Water Quality Research Laboratory, Kitakyushu City Water Works, 3-10-16, Takanosu, Yahatanisiku, Kitakyushu City, Fukuoka Pref. Japan, 806-0047","Water Quality Research Laboratory, Kitakyushu City Water Works, 3-10-16, Takanosu, Yahatanisiku, Kitakyushu City, Fukuoka Pref. Japan, 806-0047"
26216,6,2,"International Water & Wastewater Research Center, Korea Water Resources Corporation, 462-1 Jeonmin-dong, Yusung-gu, Daejeon, 305-730, South Korea, (E-mail:","International Water & Wastewater Research Center, Korea Water Resources Corporation, 462-1 Jeonmin-dong, Yusung-gu, Daejeon, 305-730, South Korea, (E-mail:"
26217,6,2,"Graduate School of Engineering, Tohoku University, Aoba 06, Aramaki, Sendai, 980-8579, Japan, (E-mail:","Graduate School of Engineering, Tohoku University, Aoba 06, Aramaki, Sendai, 980-8579, Japan, (E-mail:"
26220,6,2,"Department of Global Architecture, Osaka University, 2-1 Yamada-oka, Suita, Osaka, 565-0871, Japan,","Department of Global Architecture, Osaka University, 2-1 Yamada-oka, Suita, Osaka, 565-0871, Japan,"
26221,6,2,"Department of Civil Engineering, Musashi Institute of Technology, 1-28-1 Tamazutumi, Setagaya-Ku, Tokyo, Japan, (E-mail:","Department of Civil Engineering, Musashi Institute of Technology, 1-28-1 Tamazutumi, Setagaya-Ku, Tokyo, Japan, (E-mail:"
26223,6,2,"Department of Civil and Environmental Engineering, The Pennsylvania State University, University Park, PA16801, USA, (Email:","Department of Civil and Environmental Engineering, The Pennsylvania State University, University Park, PA16801, USA, (Email:"
26225,6,2,"School of Environmental Science and Engineering, Shanghai Jiaotong University, Shanghai Dongchuan Road 800#, Shanghai, 200240, P.R. China, (E-mail:","School of Environmental Science and Engineering, Shanghai Jiaotong University, Shanghai Dongchuan Road 800#, Shanghai, 200240, P.R. China, (E-mail:"
26155,6,3,"Instituto de Ingeniería, UNAM, Edif. 5, Coyoacán, 04510 México, D.F., México (E-mail:","Instituto de Ingeniería, UNAM, Edif. 5, Coyoacán, 04510 México, D.F., México (E-mail:"
26175,6,3,"Department of Urban Engineering, the University of Tokyo, 7-3-1 Hongo, Bunkyo, Tokyo, 113-8656, Japan (E-mail:","Department of Urban Engineering, the University of Tokyo, 7-3-1 Hongo, Bunkyo, Tokyo, 113-8656, Japan (E-mail:"
26165,6,3,"Department of Environmental Engineering, Chulalongkorn University, Bangkok, 10330, Thailand (E-mail:","Department of Environmental Engineering, Chulalongkorn University, Bangkok, 10330, Thailand (E-mail:"
26167,6,3,"Department of Civil Engineering, University of Rome Tor Vergata, Via del Politecnico 1, 00133 Rome, Italy (E-mail:","Department of Civil Engineering, University of Rome Tor Vergata, Via del Politecnico 1, 00133 Rome, Italy (E-mail:"
26168,6,3,"School of Municipal and Environmental Engineering, Harbin Institute of Technology, P.O. Box 2606, Harbin, 150090, China (E-mail:","School of Municipal and Environmental Engineering, Harbin Institute of Technology, P.O. Box 2606, Harbin, 150090, China (E-mail:"
26170,6,3,"School of Municipal and Environmental Engineering, Harbin Institute of Technology, 150090, P. R. China","School of Municipal and Environmental Engineering, Harbin Institute of Technology, 150090, P. R. China"
26171,6,3,"Environmental Science & Engineering, W. M. Keck Laboratories, California Institute of Technology, Pasadena, CA 91125, USA (E-mail:","Environmental Science & Engineering, W. M. Keck Laboratories, California Institute of Technology, Pasadena, CA 91125, USA (E-mail:"
26172,6,3,"Department of Environmental Engineering and Science, Tajen University, Pingtung, 907, Chinese Taiwan (E-mail:","Department of Environmental Engineering and Science, Tajen University, Pingtung, 907, Chinese Taiwan (E-mail:"
26173,6,3,"The School of Civil, Urban and Geosystems Engineering, Seoul National University, San 56-1, Shilim-dong, Kwanak-gu, Seoul, 151-742, Korea (E-mail:","The School of Civil, Urban and Geosystems Engineering, Seoul National University, San 56-1, Shilim-dong, Kwanak-gu, Seoul, 151-742, Korea (E-mail:"
26176,6,3,"Dept of Chemical Engineering, National Taiwan University, Taipei, 106, Chinese Taiwan (E-mail:","Dept of Chemical Engineering, National Taiwan University, Taipei, 106, Chinese Taiwan (E-mail:"
26157,6,3,"Department of Environment Science and Engineering, Tsinghua University, Beijing, China , 100084","Department of Environment Science and Engineering, Tsinghua University, Beijing, China , 100084"
26158,6,3,"Department of Civil Engineering, University of Manitoba, Winnipeg, MB, Canada , R3T 5V6 (E-mail:","Department of Civil Engineering, University of Manitoba, Winnipeg, MB, Canada , R3T 5V6 (E-mail:"
26159,6,3,"Institute for Sanitary Engineering, Water Quality and Solid Waste Management, University of Stuttgart, Bandtäle 2, D-70569 Stuttgart, Germany (E-mail:","Institute for Sanitary Engineering, Water Quality and Solid Waste Management, University of Stuttgart, Bandtäle 2, D-70569 Stuttgart, Germany (E-mail:"
26162,6,3,"Department of Environmental Science and Engineering, School of Chemical Engineering, Nanjing University of Science and Technology, Nanjing 210094, Jiangsu, China (E-mail:","Department of Environmental Science and Engineering, School of Chemical Engineering, Nanjing University of Science and Technology, Nanjing 210094, Jiangsu, China (E-mail:"
26164,6,3,"Environmental Health Sciences Department, School of Public Health, University of California, Los Angeles, California 90095, USA (E-mail:","Environmental Health Sciences Department, School of Public Health, University of California, Los Angeles, California 90095, USA (E-mail:"
26199,6,4,"Shenzhen Graduate School, Harbin Institute of Technology, Xili, Shenzhen, 518055, China (E-mail:","Shenzhen Graduate School, Harbin Institute of Technology, Xili, Shenzhen, 518055, China (E-mail:"
26187,6,4,"Department of Public Health, National Taiwan University, 1 Jen-Ai Road, Sec. 1, Taipei, Chinese, Taiwan (E-mail:","Department of Public Health, National Taiwan University, 1 Jen-Ai Road, Sec. 1, Taipei, Chinese, Taiwan (E-mail:"
26189,6,4,"Department of Civil and Environmental Engineering, University of Michigan, Ann Arbor, Michigan, 48109-2099, USA (E-mail:","Department of Civil and Environmental Engineering, University of Michigan, Ann Arbor, Michigan, 48109-2099, USA (E-mail:"
26190,6,4,"Department of Environmental Engineering, The University of Seoul, 90 Jeonnong-dong, Dongdaemun-gu, Seoul 130-743, Korea (E-mail:","Department of Environmental Engineering, The University of Seoul, 90 Jeonnong-dong, Dongdaemun-gu, Seoul 130-743, Korea (E-mail:"
26193,6,4,"School of Municipal and Environmental Engineering, Harbin Institute of Technology, 202 Haihe Road, Harbin, 150090, China (E-mail:","School of Municipal and Environmental Engineering, Harbin Institute of Technology, 202 Haihe Road, Harbin, 150090, China (E-mail:"
26196,6,4,"Kumho Construction and Engineering Co., Ltd. Research Center 668-2 Daedae-ri, Yangji, Yongin-si, Kyonggi-do, 449-820, Korea (E-mail:","Kumho Construction and Engineering Co., Ltd. Research Center 668-2 Daedae-ri, Yangji, Yongin-si, Kyonggi-do, 449-820, Korea (E-mail:"
26198,6,4,"IWW Water Center, Moritzstr. 26, 45476 Mülheim, Germany (E-mail:","IWW Water Center, Moritzstr. 26, 45476 Mülheim, Germany (E-mail:"
26201,6,4,"School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No. 13 Yanta Road, Xi'an, 710055, China (E-mail:","School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No. 13 Yanta Road, Xi'an, 710055, China (E-mail:"
26177,6,4,"University of Colorado at Boulder, 1111 Engineering Dr., ECOT 441, Boulder, CO 80302, USA (E-mail:","University of Colorado at Boulder, 1111 Engineering Dr., ECOT 441, Boulder, CO 80302, USA (E-mail:"
26178,6,4,"Water Environment and Remediation Center, Korea Institute of Science and Technology, PO Box 131, Cheongryang, Seoul 130-650, Korea (E-mail:","Water Environment and Remediation Center, Korea Institute of Science and Technology, PO Box 131, Cheongryang, Seoul 130-650, Korea (E-mail:"
26179,6,4,"Korea Water Works Corporation (KOWACO), Water Resources Academy, Daejeon, South Korea , 305–730 (E-mail:","Korea Water Works Corporation (KOWACO), Water Resources Academy, Daejeon, South Korea , 305–730 (E-mail:"
26180,6,4,"School of Municipal and Environmental Engineering, Shandong University of Architecture and Engineering, China , 250101","School of Municipal and Environmental Engineering, Shandong University of Architecture and Engineering, China , 250101"
26181,6,4,"School of Municipal and Environmental Engineering, Harbin Institute of Technology, PO Box 2627, 202 Haihe Road, Harbin, 150090, China (E-mail:","School of Municipal and Environmental Engineering, Harbin Institute of Technology, PO Box 2627, 202 Haihe Road, Harbin, 150090, China (E-mail:"
26186,6,4,"Institute of Environmental Engineering and Management, National Taipei University of Technology, No. 1, Sec. 3, Chung-Hsiao E. Rd. Taipei, 106, Chinese Taiwan (E-mail:","Institute of Environmental Engineering and Management, National Taipei University of Technology, No. 1, Sec. 3, Chung-Hsiao E. Rd. Taipei, 106, Chinese Taiwan (E-mail:"
26222,6,5,"School of Water Sciences, Cranfield University, Cranfield, MK43 0AL, UK (E-mail:","School of Water Sciences, Cranfield University, Cranfield, MK43 0AL, UK (E-mail:"
26233,6,5,"Water Engineering and Development Centre, Loughborough University, Loughborough, LE11 3TU, UK (E-mail:","Water Engineering and Development Centre, Loughborough University, Loughborough, LE11 3TU, UK (E-mail:"
26239,6,5,"School of Municipal & Environmental Engineering, Harbin Institute of Technology, Harbin, 150090, China (E-mail:","School of Municipal & Environmental Engineering, Harbin Institute of Technology, Harbin, 150090, China (E-mail:"
26241,6,5,"Water Resources Laboratory, Helsinki University of Technology, 02150 Espoo, Finland (E-mail:","Water Resources Laboratory, Helsinki University of Technology, 02150 Espoo, Finland (E-mail:"
26245,6,5,"School of Municipal and Environmental Engineering, Harbin Institute of Technology, Harbin, 150090, China (E-mail:","School of Municipal and Environmental Engineering, Harbin Institute of Technology, Harbin, 150090, China (E-mail:"
26246,6,5,"Department of Environmental Science and Engineering, Tsinghua University, Beijing, 100084, China Environmental Policy Group, Wageningen University, Building No.201, Hollandseweg 1, 6706 KN Wageningen, the Netherlands (E-mail:","Department of Environmental Science and Engineering, Tsinghua University, Beijing, 100084, China Environmental Policy Group, Wageningen University, Building No.201, Hollandseweg 1, 6706 KN Wageningen, the Netherlands (E-mail:"
26247,6,5,"Dankook University, Department of Civil and Environmental Engineering, Yongsangu, 140-714, Seoul, Korea (E-mail:","Dankook University, Department of Civil and Environmental Engineering, Yongsangu, 140-714, Seoul, Korea (E-mail:"
26249,6,5,"University of Exeter, School of Engineering, Computer Science and Mathematics, Centre for Water Systems, Harrison Building, North Park Road, Exeter, EX4 4QF, UK (E-mail:","University of Exeter, School of Engineering, Computer Science and Mathematics, Centre for Water Systems, Harrison Building, North Park Road, Exeter, EX4 4QF, UK (E-mail:"
26230,6,5,"Brno University of Technology, Zizkova 17, 602 00 Brno, Czech Republic (E-mail:","Brno University of Technology, Zizkova 17, 602 00 Brno, Czech Republic (E-mail:"
26250,6,6,"Graduate School of Global Environmental Studies, Kyoto University, Yoshida-Honmachi, Sakyo-Ku, Kyoto, 606-8501, Japan (E-mail:","Graduate School of Global Environmental Studies, Kyoto University, Yoshida-Honmachi, Sakyo-Ku, Kyoto, 606-8501, Japan (E-mail:"
26251,6,6,"The R & D Centre for Sustainable Environmental Biotechnology, Beijing Inst. of Civil Engineering and Architecture, 1 Zhanlanguan Rd., Beijing, 100044, P. R. of China (E-mail:","The R & D Centre for Sustainable Environmental Biotechnology, Beijing Inst. of Civil Engineering and Architecture, 1 Zhanlanguan Rd., Beijing, 100044, P. R. of China (E-mail:"
26262,6,6,"Department of Environmental Science & Technology, East China Normal University, Shanghai, 200062, P.R. China","Department of Ecology & Biodiversity, The University of Hong Kong, Pokfulam Road, Hong Kong SAR, P.R. China"
26268,6,6,"Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Beijing, 100085, P.R. China","Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Beijing, 100085, P.R. China"
26269,6,6,"Division of Environmental Science & Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260","Division of Environmental Science & Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260"
26274,6,6,"Department of Chemistry, University of Science & Technology of China, Hefei, 230026 China (E-mail:","Department of Chemistry, University of Science & Technology of China, Hefei, 230026 China (E-mail:"
26275,6,6,"Department of Chemical Engineering, National Taiwan University of Science and Technology, 43 Keelung Road, Section 4, Taipei, 106, Chinese Taiwan","Department of Chemical Engineering, National Taiwan University of Science and Technology, 43 Keelung Road, Section 4, Taipei, 106, Chinese Taiwan"
26253,6,6,"Department of Safety, Health, and Environmental Engineering, Mingchi University of Technology, Taipei County, Chinese Taiwan (E-mail:","Department of Safety, Health, and Environmental Engineering, Mingchi University of Technology, Taipei County, Chinese Taiwan (E-mail:"
26254,6,6,"State Key Laboratory of Pollution Control and Resources Reuse, Tongji University, 1239 Siping Road, Shanghai, China , 200092 (E-mail:","State Key Laboratory of Pollution Control and Resources Reuse, Tongji University, 1239 Siping Road, Shanghai, China , 200092 (E-mail:"
26255,6,6,"Department of Civil Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China (E-mail:","Department of Civil Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China (E-mail:"
26256,6,6,"Department of Urban and Environment Engineering, HIT Shenzhen Graduate School, Xili, Shenzhen, 518055, P. R. China","Department of Urban and Environment Engineering, HIT Shenzhen Graduate School, Xili, Shenzhen, 518055, P. R. China"
26257,6,6,"Department of Environmental and Safety Engineering, Jiangsu Polytechnic University, Changzhou, P. R. China","Department of Civil Engineering, Hong Kong University of Science and Technology, Hong Kong, P. R. China"
26258,6,6,"Department of Technology and Ecology, Graduate School of Global Environmental Studies, Kyoto University, Sakyo-Ku, Yoshida-Honmachi, Kyoto, 606-8501, Japan (;","Department of Technology and Ecology, Graduate School of Global Environmental Studies, Kyoto University, Sakyo-Ku, Yoshida-Honmachi, Kyoto, 606-8501, Japan (;"
26259,6,6,"Department of Civil Engineering and Geological Sciences, University of Notre Dame, Notre Dame, IN 46556, USA (E-mail:","Department of Civil Engineering and Geological Sciences, University of Notre Dame, Notre Dame, IN 46556, USA (E-mail:"
26263,7,1,"Arizona State Univ., Tempe, Arizona 85287-5306, USA (E-mail:","Arizona State Univ., Tempe, Arizona 85287-5306, USA (E-mail:"
26301,7,1,"Department of Public Health, University of Helsinki, Finland,","Department of Public Health, University of Helsinki, Finland,"
26311,7,1,"Ministry of Water and Irrigation, P.O. Box 921432, Amman, Jordan (E-mail:","Ministry of Water and Irrigation, P.O. Box 921432, Amman, Jordan (E-mail:"
26276,7,1,"The Greek Ombudsman, Home address: 3 Paridi str., Polygono 11476 Athens (E-mail:","The Greek Ombudsman, Home address: 3 Paridi str., Polygono 11476 Athens (E-mail:"
26278,7,1,"Universidad Nacional Autónoma de México, Instituto de Ingeniería, Apdo Postal 70472, 04510 Coyoacan, Ciudad Universitaria, Mexico D.F. (E-mail:","Universidad Nacional Autónoma de México, Instituto de Ingeniería, Apdo Postal 70472, 04510 Coyoacan, Ciudad Universitaria, Mexico D.F. (E-mail:"
26285,7,1,"Centre for Water Science, Cranfield University, Cranfield, MK43 0AL, UK (E-mail:","Centre for Water Science, Cranfield University, Cranfield, MK43 0AL, UK (E-mail:"
26286,7,1,"c/o EIRENE, B.P. 549, Niamey, République du Niger","Walter Gropius Str. 22, Freiburg 79100, Germany"
