paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,keywords,doi,url_source
69547,17,5,https://iwaponline.com/jwh/article/17/5/655/69547/Do-domestic-animals-contribute-to-bacterial,Journal of Water and Health,Do domestic animals contribute to bacterial contamination of infant transmission pathways? Formative evidence from Ethiopia,2019,FALSE,0,NA,NA,7,Sophie Budge,"Cranfield University, Bedford, UK",United Kingdom of Great Britain and Northern Ireland,NA,Paul Hutchings,"Water Science, Cranfield Water Science Institute, Cranfield University, Vincent Building, Cranfield, Bedford MK43 0AL, UK",United Kingdom of Great Britain and Northern Ireland,NA,FALSE,NA,NA,NA,animal husbandry; contamination; malnutrition; sanitation; WASH,10.2166/wh.2019.224,iwaponline.com
69523,17,5,https://iwaponline.com/jwh/article/17/5/670/69523/Enteric-viruses-in-municipal-wastewater-effluent,Journal of Water and Health,Enteric viruses in municipal wastewater effluent before and after disinfection with chlorine and ultraviolet light,2019,TRUE,2,docx & xlsx,https://doi.org/10.2166/wh.2019.111,6,Albert Simhon,"Ontario Ministry of the Environment, Conservation and Parks, Technical Assessment and Standards Development Branch, 40 St. Clair Ave. West, 7th floor, Toronto, ON, Canada M4V 1M2",Canada,NA,Albert Simhon,"Ontario Ministry of the Environment, Conservation and Parks, Technical Assessment and Standards Development Branch, 40 St. Clair Ave. West, 7th floor, Toronto, ON, Canada M4V 1M2",Canada,NA,FALSE,NA,NA,NA,coliphage; disinfection; enterovirus; norovirus; wastewater,10.2166/wh.2019.111,iwaponline.com
69012,17,5,https://iwaponline.com/jwh/article/17/5/683/69012/Effects-of-2-2-dichloroacetamide-DCAcAm-an,Journal of Water and Health,"Effects of 2,2-dichloroacetamide (DCAcAm), an emerging disinfection by-product in drinking water, on the intestinal microbiota of adult zebrafish",2019,FALSE,0,NA,NA,10,Bin Xue,"Tianjin Institute of Environmental & Operational Medicine, Key Laboratory of Risk Assessment and Control for Environment & Food Safety, Tianjin 300050, China",China,NA,Zhiqiang Shen,"Tianjin Institute of Environmental & Operational Medicine, Key Laboratory of Risk Assessment and Control for Environment & Food Safety, Tianjin 300050, China",China,NA,FALSE,NA,NA,NA,dichloroacetamide; disinfection by-products; gut microbiota; zebrafish,10.2166/wh.2019.081,iwaponline.com
68628,17,5,https://iwaponline.com/jwh/article/17/5/691/68628/High-serological-response-to-Cryptosporidium,Journal of Water and Health,High serological response to Cryptosporidium-specific antigens in the Czech Republic and its association with water supply,2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.061,7,Petr Pumann,"Department of Water Hygiene, National Institute of Public Health, Šrobárova 49/48, 100 00 Praha 10, Czech Republic",Czechia,NA,Petr Pumann,"Department of Water Hygiene, National Institute of Public Health, Šrobárova 49/48, 100 00 Praha 10, Czech Republic",Czechia,NA,FALSE,NA,NA,NA,Cryptosporidium; serology; waterborne infections,10.2166/wh.2019.061,iwaponline.com
69035,17,5,https://iwaponline.com/jwh/article/17/5/701/69035/Precipitation-effects-on-parasite-indicator,Journal of Water and Health,"Precipitation effects on parasite, indicator bacteria, and wastewater micropollutant loads from a water resource recovery facility influent and effluent",2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.054,9,Samira Tolouei,"Canada Research Chair on the Dynamics of Microbial Contaminants in Source Waters, Polytechnique Montréal, Civil, Geological and Mining Engineering Department, Station Centre-Ville, P.O. Box 6079, Montréal, Quebec, Canada H3C 3A7",Canada,NA,Samira Tolouei,"Canada Research Chair on the Dynamics of Microbial Contaminants in Source Waters, Polytechnique Montréal, Civil, Geological and Mining Engineering Department, Station Centre-Ville, P.O. Box 6079, Montréal, Quebec, Canada H3C 3A7",Canada,NA,FALSE,NA,NA,NA,bypass discharges; Cryptosporidium; Escherichia coli; fecal indicator bacteria; wastewater micropollutants; water resource recovery facility,10.2166/wh.2019.054,iwaponline.com
68920,17,5,https://iwaponline.com/jwh/article/17/5/717/68920/Genotyping-determination-of-Acanthamoeba-strains,Journal of Water and Health,Genotyping determination of Acanthamoeba strains: an original study and a systematic review in Iran,2019,FALSE,0,NA,NA,8,Hadi Mirahmadi,"Infectious Disease and Tropical Medicine Research Center, Tuberculosis Resistance Institute, Zahedan University of Medical Sciences, Zahedan, IranandDepartment of Parasitology and Mycology, Faculty of Medicine, Zahedan University of Medical Sciences, Zahedan, Iran",Iran (Islamic Republic of),NA,Reza Shafiei,"Vector-borne Diseases Research Center, North Khorasan University of Medical Sciences, Bojnurd, Iran",Iran (Islamic Republic of),NA,FALSE,NA,NA,NA,Acanthamoeba; amoeba; epidemiology; genotyping PCR; Iran; parasite,10.2166/wh.2019.048,iwaponline.com
68918,17,5,https://iwaponline.com/jwh/article/17/5/728/68918/Assessing-lead-contaminated-drinking-water-in-a,Journal of Water and Health,Assessing lead-contaminated drinking water in a large academic institution: a case study,2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.025,3,Justin P. Miller-Schulze,"Department of Chemistry, California State University, Sacramento, USA",United States of America,NA,Jeffery A. Foran,"Department of Environmental Studies, California State University, Sacramento, USA",United States of America,NA,FALSE,NA,NA,NA,drinking water quality; lead in drinking water,10.2166/wh.2019.025,iwaponline.com
68672,17,5,https://iwaponline.com/jwh/article/17/5/737/68672/Faecal-contamination-of-groundwater-in-rural,Journal of Water and Health,Faecal contamination of groundwater in rural Vanuatu: prevalence and predictors,2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.016,3,Tim Foster,"Institute for Sustainable Futures, University of Technology Sydney, Ultimo, NSW 2007, Australia",Australia,NA,Tim Foster,"Institute for Sustainable Futures, University of Technology Sydney, Ultimo, NSW 2007, Australia",Australia,NA,FALSE,NA,NA,NA,faecal contamination; groundwater; Pacific Island Country; rural water supply; Vanuatu,10.2166/wh.2019.016,iwaponline.com
68730,17,5,https://iwaponline.com/jwh/article/17/5/749/68730/Spatial-distribution-of-water-quality-in-the,Journal of Water and Health,Spatial distribution of water quality in the Amazonian region: implications for drinking water treatment procedures,2019,FALSE,0,NA,NA,4,Julio Cesar Wasserman,"Post-Graduation Program in Systems Management and Post-Graduation Program in Geochemistry, University Federal Fluminense, Av. Litorânea s/n, Boa Viagem, Niterói, RJ CEP 24210-346, Brazil",Brazil,NA,Julio Cesar Wasserman,"Post-Graduation Program in Systems Management and Post-Graduation Program in Geochemistry, University Federal Fluminense, Av. Litorânea s/n, Boa Viagem, Niterói, RJ CEP 24210-346, Brazil",Brazil,NA,FALSE,NA,NA,NA,distribution maps; electrical conductivity; pH; riparian communities; suspended matter; water physico-chemistry,10.2166/wh.2019.005,iwaponline.com
68956,17,5,https://iwaponline.com/jwh/article/17/5/762/68956/Evaluation-of-genotoxicity-and-hematological,Journal of Water and Health,Evaluation of genotoxicity and hematological effects in common carp (Cyprinus carpio) induced by disinfection by-products,2019,FALSE,0,NA,NA,3,Samina Perveen,"Institute of Environmental Sciences and Engineering (IESE), School of Civil and Environmental Engineering (SCEE), National University of Sciences and Technology (NUST), H-12 sector, Islamabad, Pakistan",Pakistan,NA,Imran Hashmi,"Institute of Environmental Sciences and Engineering (IESE), School of Civil and Environmental Engineering (SCEE), National University of Sciences and Technology (NUST), H-12 sector, Islamabad, Pakistan",Pakistan,NA,FALSE,NA,NA,NA,biochemistry; chloroform; Comet assay; disinfection by-products; hematology; iodoform,10.2166/wh.2019.261,iwaponline.com
69714,17,5,https://iwaponline.com/jwh/article/17/5/777/69714/Response-and-remediation-actions-following-the,Journal of Water and Health,"Response and remediation actions following the detection of Naegleria fowleri in two treated drinking water distribution systems, Louisiana, 2013–2014",2019,FALSE,0,NA,NA,12,Jennifer R. Cope,"Waterborne Disease Prevention Branch, Division of Foodborne, Waterborne, and Environmental Diseases, National Center for Emerging and Zoonotic Infections Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30329, USA",United States of America,NA,Jennifer R. Cope,"Waterborne Disease Prevention Branch, Division of Foodborne, Waterborne, and Environmental Diseases, National Center for Emerging and Zoonotic Infections Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30329, USA",United States of America,NA,FALSE,NA,NA,NA,drinking water; Naegleria fowleri; primary amebic meningoencephalitis; water distribution systems,10.2166/wh.2019.239,iwaponline.com
68922,17,5,https://iwaponline.com/jwh/article/17/5/788/68922/Rainwater-catchments-in-rural-Alaska-have-the,Journal of Water and Health,Rainwater catchments in rural Alaska have the potential to produce high-quality water and high quantities of water for household use,2019,FALSE,0,NA,NA,6,Kaitlin Mattos,"Department of Civil, Environmental and Architectural Engineering, University of Colorado at Boulder, UCB 428, Boulder, Colorado 80309-0428, USA",United States of America,NA,Aaron Dotson,"Department of Civil Engineering, University of Alaska Anchorage, 3211 Providence Drive, Anchorage, Alaska 99508, USA",United States of America,NA,FALSE,NA,NA,NA,developing communities; rainwater; rural; water quality; water resources,10.2166/wh.2019.238,iwaponline.com
68123,17,5,https://iwaponline.com/jwh/article/17/5/801/68123/Estimated-burden-of-disease-from-arsenic-in,Journal of Water and Health,Estimated burden of disease from arsenic in drinking water supplied by domestic wells in the United States,2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.216,4,Susan Lavinia Greco,"Dalla Lana School of Public Health, University of Toronto, 480 University Avenue, Suite 300, Toronto, ON M5G 1V2, Canada",Canada,NA,Susan Lavinia Greco,"Dalla Lana School of Public Health, University of Toronto, 480 University Avenue, Suite 300, Toronto, ON M5G 1V2, Canada",Canada,NA,FALSE,NA,NA,NA,arsenic; burden of disease; cancer; cardiovascular disease; economic analysis; human health risk assessment,10.2166/wh.2019.216,iwaponline.com
68921,17,5,https://iwaponline.com/jwh/article/17/5/813/68921/Occurrence-and-molecular-characterisation-of,Journal of Water and Health,Occurrence and molecular characterisation of Acanthamoeba isolated from recreational hot springs in Malaysia: evidence of pathogenic potential,2019,FALSE,0,NA,NA,6,Rosnani Hanim Mohd Hussain,"Centre of Medical Laboratory Technology, Faculty of Health Sciences, Universiti Teknologi MARA, Puncak Alam Campus, Selangor, Malaysia and Integrative Pharmacogenomics Institute, Universiti Teknologi MARA, Puncak Alam Campus, Selangor, Malaysia",Malaysia,NA,Tengku Shahrul Anuar,"Centre of Medical Laboratory Technology, Faculty of Health Sciences, Universiti Teknologi MARA, Puncak Alam Campus, Selangor, Malaysia and Integrative Pharmacogenomics Institute, Universiti Teknologi MARA, Puncak Alam Campus, Selangor, Malaysia",Malaysia,NA,FALSE,NA,NA,NA,Acanthamoeba; culture; genotype; hot spring; Malaysia; PCR,10.2166/wh.2019.214,iwaponline.com
68970,17,5,https://iwaponline.com/jwh/article/17/5/826/68970/Harmful-algal-bloom-and-associated-health-risks,Journal of Water and Health,"Harmful algal bloom and associated health risks among users of Lake Victoria freshwater: Ukerewe Island, Tanzania",2019,FALSE,0,NA,NA,5,Geofrey J. Mchau,"Nelson Mandela Africa Institute of Science and Technology, P.O. Box 447, Arusha, Tanzania",United Republic of Tanzania,NA,Geofrey J. Mchau,"Nelson Mandela Africa Institute of Science and Technology, P.O. Box 447, Arusha, Tanzania",United Republic of Tanzania,NA,FALSE,NA,NA,NA,cyanobacteria; harmful algae blooms; health effects; Lake Victoria,10.2166/wh.2019.083,iwaponline.com
68919,17,5,https://iwaponline.com/jwh/article/17/5/837/68919/Molecular-analysis-of-Blastocystis-sp-and-its,Journal of Water and Health,Molecular analysis of Blastocystis sp. and its subtypes from treated wastewater routinely used for irrigation of vegetable farmlands in Iran,2019,FALSE,0,NA,NA,8,Ehsan Javanmard,"Foodborne and Waterborne Diseases Research Center, Research Institute for Gastroenterology and Liver Diseases, Shahid Beheshti University of Medical Sciences, Tehran, Iran",Iran (Islamic Republic of),NA,Hamed Mirjalali,"Foodborne and Waterborne Diseases Research Center, Research Institute for Gastroenterology and Liver Diseases, Shahid Beheshti University of Medical Sciences, Tehran, Iran",Iran (Islamic Republic of),NA,FALSE,NA,NA,NA,allele discrimination; Blastocystis sp.; phylogenetic analysis; subtypes; treated wastewater,10.2166/wh.2019.045,iwaponline.com
69814,17,6,https://iwaponline.com/jwh/article/17/6/845/69814/Factors-influencing-the-relationship-between,Journal of Water and Health,Factors influencing the relationship between fluoride in drinking water and dental fluorosis: a ten-year systematic review and meta-analysis,2019,FALSE,0,NA,NA,4,M. H. Akuno,"Department of Agricultural Sciences, University of Sassari, Viale Italia 39, 07100 Sassari, Italy",Italy,NA,M. H. Akuno,"Department of Agricultural Sciences, University of Sassari, Viale Italia 39, 07100 Sassari, Italy",Italy,NA,FALSE,NA,NA,NA,children; contaminated drinking water; dental fluorosis; fluoride; meta-analysis; systematic review,10.2166/wh.2019.300,iwaponline.com
70892,17,6,https://iwaponline.com/jwh/article/17/6/863/70892/Survey-on-bacterial-contamination-of-bidet-toilets,Journal of Water and Health,Survey on bacterial contamination of bidet toilets and relation to the interval of scrubbing these units,2019,FALSE,0,NA,NA,6,Akira Tsunoda,"Department of Gastroenterological Surgery, Kameda Medical Center, 929 Higashi-cho, Kamogawa, Chiba 296-8602, Japan",Japan,NA,Akira Tsunoda,"Department of Gastroenterological Surgery, Kameda Medical Center, 929 Higashi-cho, Kamogawa, Chiba 296-8602, Japan",Japan,NA,FALSE,NA,NA,NA,bacterial contamination; bidet toilet; scrubbing the toilets,10.2166/wh.2019.234,iwaponline.com
70401,17,6,https://iwaponline.com/jwh/article/17/6/870/70401/Implementation-and-evaluation-of-the-water-safety,Journal of Water and Health,Implementation and evaluation of the water safety plan approach for buildings,2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.046,4,Isabelle Schmidt,"German Environment Agency, Schichauweg 58, 12307 Berlin, Germany",Germany,NA,Isabelle Schmidt,"German Environment Agency, Schichauweg 58, 12307 Berlin, Germany",Germany,NA,FALSE,NA,NA,NA,drinking-water; premise plumbing system; risk assessment; risk management; water quality; water safety plan,10.2166/wh.2019.046,iwaponline.com
70998,17,6,https://iwaponline.com/jwh/article/17/6/884/70998/Maternal-urinary-levels-of-trichloroacetic-acid,Journal of Water and Health,Maternal urinary levels of trichloroacetic acid and association with adverse pregnancy outcomes,2019,FALSE,0,NA,NA,3,Funanani Mashau,"School of Health Systems and Public Health, Faculty of Health Sciences, University of Pretoria, Private Bag x323, Pretoria 0002, South Africa",South Africa,NA,Funanani Mashau,"School of Health Systems and Public Health, Faculty of Health Sciences, University of Pretoria, Private Bag x323, Pretoria 0002, South Africa",South Africa,NA,FALSE,NA,NA,NA,adverse pregnancy outcomes; creatinine-adjusted urinary trichloroacetic acid (TCAA); drinking water,10.2166/wh.2019.109,iwaponline.com
70891,17,6,https://iwaponline.com/jwh/article/17/6/896/70891/Translating-pathogen-knowledge-to-practice-for,Journal of Water and Health,Translating pathogen knowledge to practice for sanitation decision-making,2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.151,9,Innocent K. Tumwebaze,"Water, Health and Applied Microbiology Lab (WHAM Lab), Department of Epidemiology and Biostatistics, College of Public Health, Temple University, Philadelphia, PA, USA",United States of America,NA,Heather M. Murphy,"Water, Health and Applied Microbiology Lab (WHAM Lab), Department of Epidemiology and Biostatistics, College of Public Health, Temple University, Philadelphia, PA, USA",United States of America,NA,FALSE,NA,NA,NA,decision-making; knowledge translation; pathogens; sanitation; stakeholder engagement; tools,10.2166/wh.2019.151,iwaponline.com
70906,17,6,https://iwaponline.com/jwh/article/17/6/910/70906/Antibiotic-resistance-genes-removal-and-membrane,Journal of Water and Health,Antibiotic resistance genes removal and membrane fouling in secondary effluents by combined processes of PAC/BPAC–UF,2019,TRUE,1,png,https://doi.org/10.2166/wh.2019.160,5,Lihua Sun,"Key Laboratory of Urban Stormwater System and Water Environment, Ministry of Education, Beijing University of Civil Engineering and Architecture, Beijing 100044, China",China,NA,Lihua Sun,"Key Laboratory of Urban Stormwater System and Water Environment, Ministry of Education, Beijing University of Civil Engineering and Architecture, Beijing 100044, China",China,NA,FALSE,NA,NA,NA,antibiotic resistance genes; membrane flux; microbial community structure,10.2166/wh.2019.160,iwaponline.com
71000,17,6,https://iwaponline.com/jwh/article/17/6/921/71000/Solar-water-disinfection-with-parabolic-and-flat,Journal of Water and Health,Solar water disinfection with parabolic and flat reflectors,2019,FALSE,0,NA,NA,4,Audrey Beattie,"Department of Mechanical Engineering, University of Portland, Shiley School of Engineering, 5000 N Willamette Blvd, Portland, OR 97203, USA",United States of America,NA,Heather Dillon,"Department of Mechanical Engineering, University of Portland, Shiley School of Engineering, 5000 N Willamette Blvd, Portland, OR 97203, USA",United States of America,NA,FALSE,NA,NA,NA,E. coli; fluence; SODIS; solar water disinfection; water scarcity; water treatment,10.2166/wh.2019.174,iwaponline.com
71001,17,6,https://iwaponline.com/jwh/article/17/6/930/71001/Multi-drug-resistance-traits-of-methicillin,Journal of Water and Health,Multi-drug resistance traits of methicillin-resistant Staphylococcus aureus and other Staphylococcal species from clinical and environmental sources,2019,FALSE,0,NA,NA,3,Adegboyega O. Oladipo,"Unit for Environmental Sciences and Management: Microbiology, North-West University, Private Bag X6001, Potchefstroom 2520, South Africa",South Africa,NA,Cornelius C. Bezuidenhout,"Unit for Environmental Sciences and Management: Microbiology, North-West University, Private Bag X6001, Potchefstroom 2520, South Africa",South Africa,NA,FALSE,NA,NA,NA,antibiotic resistance genes; coagulase-negative Staphylococcus species (CoNS); hospital effluents; MRSA; receiving wastewaters; Staphylococcus species,10.2166/wh.2019.177,iwaponline.com
69934,17,6,https://iwaponline.com/jwh/article/17/6/944/69934/Examining-the-factors-related-to-bacteriological,Journal of Water and Health,Examining the factors related to bacteriological testing of private wells in Southern Ontario,2019,FALSE,0,NA,NA,7,Mohamed Ugas,"Department of Population Medicine, University of Guelph, Gordon Street, Guelph, ON, N1G 2W1 Canada",NA,NA,Lise A. Trotz-Williams,"Wellington-Dufferin-Guelph Public Health, 160 Chancellors Way, Guelph, ON, N1G 0E1 Canada",NA,NA,FALSE,NA,NA,NA,bacteriological contamination; coliforms; drinking water; Ontario; testing; wells,10.2166/wh.2019.164,iwaponline.com
70999,17,6,https://iwaponline.com/jwh/article/17/6/957/70999/Measurement-of-gross-alpha-and-beta-activity,Journal of Water and Health,"Measurement of gross alpha and beta activity concentration in groundwater of Jordan: groundwater quality, annual effective dose and lifetime risk assessment",2019,FALSE,0,NA,NA,6,Ahmad Hussein Alomari,"Department of Physics, Faculty of Science, Universiti Teknologi Malaysia, Skudai, Johore Bahru, Johore 81310, Malaysia",Malaysia,NA,Ahmad Hussein Alomari,"Department of Physics, Faculty of Science, Universiti Teknologi Malaysia, Skudai, Johore Bahru, Johore 81310, Malaysia",Malaysia,NA,FALSE,NA,NA,NA,effective dose; gross alpha beta; groundwater quality; internal hazard; Jordan; natural radioactivity,10.2166/wh.2019.158,iwaponline.com
70038,17,6,https://iwaponline.com/jwh/article/17/6/971/70038/Occurrence-and-molecular-characterization-of,Journal of Water and Health,Occurrence and molecular characterization of Torque teno virus (TTV) in a wastewater treatment plant in Tehran,2019,FALSE,0,NA,NA,5,Shadi Tavakoli Nick,"Department of Microbiology and Microbial Biotechnology, Faculty of Life Sciences and Biotechnology, Shahid Beheshti University, Tehran, Iran",Iran (Islamic Republic of),NA,Seyed Reza Mohebbi,"Gastroenterology and Liver Diseases Research Center, Research Institute for Gastroenterology and Liver Diseases, Shahid Beheshti University of Medical Sciences, Tehran, Iran",Iran (Islamic Republic of),NA,FALSE,NA,NA,NA,detection; Iran; phylogenetic analysis; Torque teno virus; virus concentration; wastewater treatment plant,10.2166/wh.2019.137,iwaponline.com
70024,17,6,https://iwaponline.com/jwh/article/17/6/978/70024/Watershed-integrity-and-associations-with,Journal of Water and Health,Watershed integrity and associations with gastrointestinal illness in the United States,2019,TRUE,1,docx,https://doi.org/10.2166/wh.2019.060,6,Jyotsna S. Jagai,"School of Public Health, Division of Environmental and Occupational Health Sciences, University of Illinois, Chicago, IL, USA",United States of America,NA,Jyotsna S. Jagai,"School of Public Health, Division of Environmental and Occupational Health Sciences, University of Illinois, Chicago, IL, USA",United States of America,NA,FALSE,NA,NA,NA,gastrointestinal illness; water quality; watershed integrity,10.2166/wh.2019.060,iwaponline.com
70432,17,6,https://iwaponline.com/jwh/article/17/6/989/70432/Linking-water-quality-monitoring-and-climate,Journal of Water and Health,Linking water quality monitoring and climate-resilient water safety planning in two urban drinking water utilities in Ethiopia,2019,FALSE,0,NA,NA,17,Harold van den Berg,"National Institute for Public Health and The Environment (RIVM), WHO Collaborating Centre for Risk Assessment of Pathogens in Food and Water, P.O. Box 1, 3721 MA Bilthoven, The Netherlands",Netherlands,NA,Harold van den Berg,"National Institute for Public Health and The Environment (RIVM), WHO Collaborating Centre for Risk Assessment of Pathogens in Food and Water, P.O. Box 1, 3721 MA Bilthoven, The Netherlands",Netherlands,NA,FALSE,NA,NA,NA,drinking water; risk assessment; risk management; risk-based monitoring; water quality; water safety plans,10.2166/wh.2019.059,iwaponline.com
71710,18,1,https://iwaponline.com/jwh/article/18/1/1/71710/Monitoring-hospital-wastewaters-for-their-probable,Journal of Water and Health,Monitoring hospital wastewaters for their probable genotoxicity,2020,FALSE,0,NA,NA,3,Asma Beltifa,"Research Unit of Analysis and Process Applied to the Environment – APAE UR17ES32 Higher Institute of Applied Sciences and Technology Mahdia, University of Monastir, Mahdia, Tunisia",Tunisia,NA,Hedi Ben Mansour,"Research Unit of Analysis and Process Applied to the Environment – APAE UR17ES32 Higher Institute of Applied Sciences and Technology Mahdia, University of Monastir, Mahdia, Tunisia",Tunisia,NA,FALSE,NA,NA,NA,biomonitoring; genotoxicity; hospital wastewater; water pollution,10.2166/wh.2019.103,iwaponline.com
71314,18,1,https://iwaponline.com/jwh/article/18/1/8/71314/Detection-of-human-fecal-pollution-in,Journal of Water and Health,Detection of human fecal pollution in environmental waters using human mitochondrial DNA and correlation with general and human-associated fecal genetic markers,2020,FALSE,0,NA,NA,5,A. B. M. Tanvir Pasha,"Department of Civil and Environmental Engineering, University of Texas at San Antonio, San Antonio, TX 78249, USA",United States of America,NA,Vikram Kapoor,"Department of Civil and Environmental Engineering, University of Texas at San Antonio, San Antonio, TX 78249, USA",United States of America,NA,FALSE,NA,NA,NA,fecal source tracking; human mitochondrial DNA; human-associated Bacteroidales; quantitative PCR; rainfall; water quality,10.2166/wh.2019.197,iwaponline.com
71686,18,1,https://iwaponline.com/jwh/article/18/1/19/71686/Selecting-rep-PCR-markers-to-source-track-fecal,Journal of Water and Health,"Selecting rep-PCR markers to source track fecal contamination in Laguna Lake, Philippines",2020,FALSE,0,NA,NA,7,Kevin L. Labrador,"Pathogen-Host-Environment Interactions Research Laboratory, Natural Sciences Research Institute, University of the Philippines Diliman, Quezon City, Philippines",Philippines,NA,Windell L. Rivera,"Pathogen-Host-Environment Interactions Research Laboratory, Natural Sciences Research Institute, University of the Philippines Diliman, Quezon City, Philippines",Philippines,NA,FALSE,NA,NA,NA,E. coli; Laguna Lake; microbial source tracking; rep-PCR,10.2166/wh.2019.042,iwaponline.com
69522,18,1,https://iwaponline.com/jwh/article/18/1/30/69522/Environmental-monitoring-of-Aichi-virus-and-human,Journal of Water and Health,"Environmental monitoring of Aichi virus and human bocavirus in samples from wastewater treatment plant, drain, and River Nile in Egypt",2020,FALSE,0,NA,NA,4,Mohamed N. F. Shaheen,"Environmental Virology Laboratory, Water Pollution Research Department, Environmental Research Division, National Research Centre, Al-Buhouth Street, 12622 Dokki, Giza, Egypt",Egypt,NA,Mohamed N. F. Shaheen,"Environmental Virology Laboratory, Water Pollution Research Department, Environmental Research Division, National Research Centre, Al-Buhouth Street, 12622 Dokki, Giza, Egypt",Egypt,NA,FALSE,NA,NA,NA,Aichi virus; bocavirus; gastroenteritis; sediment; sewage; water,10.2166/wh.2019.075,iwaponline.com
71709,18,1,https://iwaponline.com/jwh/article/18/1/38/71709/Occurrence-of-endocrine-disrupting-chemicals-EDCs,Journal of Water and Health,Occurrence of endocrine-disrupting chemicals (EDCs) in river water and sediment of the Mahakam River,2020,FALSE,0,NA,NA,3,Tony Hadibarata,"Department of Environmental Engineering, Faculty of Engineering and Science, Curtin University, 98009, Miri, Sarawak, Malaysia",Malaysia,NA,Tony Hadibarata,"Department of Environmental Engineering, Faculty of Engineering and Science, Curtin University, 98009, Miri, Sarawak, Malaysia",Malaysia,NA,FALSE,NA,NA,NA,EDCs; Mahakam River; physicochemical analysis; spatial distribution,10.2166/wh.2019.100,iwaponline.com
71303,18,1,https://iwaponline.com/jwh/article/18/1/48/71303/Impact-of-fecal-contamination-on-surface-water,Journal of Water and Health,"Impact of fecal contamination on surface water quality in the São Francisco River hydrographic basin in Minas Gerais, Brazil",2020,FALSE,0,NA,NA,4,Marina Salim Dantas,"Department of Sanitary and Environmental Engineering, Federal University of Minas Gerais, Av. Presidente Antônio Carlos, 6627, Belo Horizonte, CEP 31270-901, MG, Brazil",Brazil,NA,Marina Salim Dantas,"Department of Sanitary and Environmental Engineering, Federal University of Minas Gerais, Av. Presidente Antônio Carlos, 6627, Belo Horizonte, CEP 31270-901, MG, Brazil",Brazil,NA,FALSE,NA,NA,NA,fecal contamination; São Francisco River hydrographic basin; surface water quality; wastewater,10.2166/wh.2019.153,iwaponline.com
71824,18,1,https://iwaponline.com/jwh/article/18/1/60/71824/Isolation-and-molecular-identification-of-free,Journal of Water and Health,"Isolation and molecular identification of free-living amoebae (Naegleria spp., Acanthamoeba spp. and Vermamoeba spp.) from mineral springs in Guilan Province, northern Iran",2020,FALSE,0,NA,NA,3,Mohammad Hossein Feiz Haddad,"Infectious and Tropical Diseases Research Center, Health Research Institute, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran",Iran (Islamic Republic of),NA,Habib Habibpour,"Student Research Committee, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran",Iran (Islamic Republic of),NA,FALSE,NA,NA,NA,Acanthamoeba; Iran; mineral springs; Naegleria; PCR/DNA sequencing; Vermamoeba,10.2166/wh.2020.191,iwaponline.com
71711,18,1,https://iwaponline.com/jwh/article/18/1/67/71711/High-quantities-of-multidrug-resistant-Escherichia,Journal of Water and Health,"High quantities of multidrug-resistant Escherichia coli are present in the Machángara urban river in Quito, Ecuador",2020,FALSE,0,NA,NA,6,David Ortega-Paredes,"Facultad de Medicina, Pontificia Universidad Católica del Ecuador, Quito, Ecuador",Ecuador,NA,Jeannete Zurita,"Facultad de Medicina, Pontificia Universidad Católica del Ecuador, Quito, Ecuador",Ecuador,NA,FALSE,NA,NA,NA,antimicrobial resistance genes; Ecuador; extended spectrum β-lactamase; Escherichia coli; Machángara; urban river,10.2166/wh.2019.195,iwaponline.com
71882,18,1,https://iwaponline.com/jwh/article/18/1/77/71882/Physico-chemical-and-bacteriological-quality-of,Journal of Water and Health,Physico-chemical and bacteriological quality of groundwater in a rural area of Western Niger: a case study of Bonkoukou,2020,FALSE,0,NA,NA,6,Hassane Adamou,"Département de Chimie, Université Abdou Moumouni, P.O. Box 10662, Niamey, Niger",Niger,NA,Hassane Adamou,"Département de Chimie, Université Abdou Moumouni, P.O. Box 10662, Niamey, Niger",Niger,NA,FALSE,NA,NA,NA,drinking water; groundwater; Niger; rural area; total germs; Water Quality Index,10.2166/wh.2020.082,iwaponline.com
