paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,das_repo_name,keywords,url_source,doi,article_type,publication_date
10.1371/journal.pwat.0000386,4,6,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000386,PLOS Water,Microbial community composition reflects water usage and storage conditions in a city-wide study of non-sewered wastewater (fecal sludge),2025,TRUE,4,docx; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000386.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000386.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000386.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000386.s005&type=supplementary,13,Stanley B. Sam,"Eawag, Swiss Federal Institute of Aquatic Science and Technology, Dübendorf, Switzerland",Switzerland,NA,Linda Strande,"Eawag, Swiss Federal Institute of Aquatic Science and Technology, Dübendorf, Switzerland",Switzerland,https://orcid.org/0000-0003-4477-6268,TRUE,"The data package for all analysis completed in this study is published open access with the Eawag Research Data Institutional Collection (ERIC), and can be accessed at https://doi.org/10.25678/0008ZW",available in online repository,https://doi.org/10.25678/0008ZW; 10.25678/0008ZW,NA,/Biology and life sciences/Ecology/Ecological metrics/Species diversity/Shannon index; /Biology and life sciences/Genetics/Genomics/Microbial genomics/Microbiome; /Biology and life sciences/Microbiology/Medical microbiology/Microbiome; /Biology and life sciences/Microbiology/Microbial genomics/Microbiome; /Biology and life sciences/Taxonomy/Microbial taxonomy; /Computer and information sciences/Data management/Taxonomy/Microbial taxonomy; /Ecology and environmental sciences/Ecology/Ecological metrics/Species diversity/Shannon index; /Medicine and health sciences/Health care/Environmental health/Sanitation; /Medicine and health sciences/Public and occupational health/Environmental health/Sanitation; /Physical sciences/Chemistry/Chemical compounds/Ammonia; /Physical sciences/Chemistry/Chemical compounds/Methane; /Physical sciences/Materials science/Materials/Sludge; /Research and analysis methods/Storage and handling/Specimen storage,journals.plos.org,10.1371/journal.pwat.0000386,Research Article,2025-06-25
10.1371/journal.pwat.0000335,4,6,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000335,PLOS Water,Quantifying the success of stormwater control measure networks using effective imperviousness,2025,FALSE,0,NA,NA,5,Aditi S. Bhaskar,"Department of Civil, Environmental, and Architectural Engineering, University of Colorado Boulder, Boulder, Colorado, United States of America",United States of America,https://orcid.org/0000-0001-9803-4003,Aditi S. Bhaskar,"Department of Civil, Environmental, and Architectural Engineering, University of Colorado Boulder, Boulder, Colorado, United States of America",United States of America,https://orcid.org/0000-0001-9803-4003,TRUE,Data and codes used for this project are available at https://github.com/mjburns/imperv_paper and will be deposited in an archived repository prior to final publication.,available in online repository,https://github.com/mjburns/imperv_paper,github,/Earth sciences/Atmospheric science/Meteorology/Rain; /Earth sciences/Atmospheric science/Meteorology/Storms; /Earth sciences/Geography/Physical geography/Watersheds; /Ecology and environmental sciences/Environmental chemistry/Pollutants/Urban runoff; /Ecology and environmental sciences/Water quality; /Physical sciences/Chemistry/Environmental chemistry/Pollutants/Urban runoff; /Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis; /Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis/Linear regression analysis; /Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis; /Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis/Linear regression analysis; /Research and analysis methods/Precipitation techniques,journals.plos.org,10.1371/journal.pwat.0000335,Research Article,2025-06-30
10.1371/journal.pwat.0000400,4,9,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000400,PLOS Water,Characterizing the temporal and spatial heterogeneous interaction among multiple indicators within water through time with fuzzy cognitive maps,2025,TRUE,2,docx; docx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000400.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000400.s002&type=supplementary,13,Xu Wang,"School of Software, Shanxi Agricultural University, Taiyuan, China",China,NA,Kai Zhang,"Gyenno Science Co. Ltd., Shenzhen, China",China,https://orcid.org/0000-0001-9054-288X,TRUE,"The code for training and testing the models in the current research, the datasets generated or analyzed during this study are available in https://github.com/Hugo0512/FCM_water.",available in online repository,https://github.com/Hugo0512/FCM_water,github,/Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Rivers; /Earth sciences/Marine and aquatic sciences/Bodies of water/Rivers; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Rivers; /Ecology and environmental sciences/Pollution/Water pollution; /Ecology and environmental sciences/Water quality; /Engineering and technology/Civil engineering/Transportation infrastructure/Canals; /Engineering and technology/Sanitary engineering/Solid waste management/Sewage treatment; /Engineering and technology/Transportation/Transportation infrastructure/Canals; /Physical sciences/Materials science/Material properties/Thermal conductivity; /Physical sciences/Materials science/Materials physics/Turbidity; /Physical sciences/Physics/Electricity/Electric conductivity; /Physical sciences/Physics/Materials physics/Turbidity,journals.plos.org,10.1371/journal.pwat.0000400,Research Article,2025-09-08
10.1371/journal.pwat.0000479,4,12,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000479,PLOS Water,Agricultural water management for adaptation and mitigation: Tension or co-benefits in achieving global good?,2025,FALSE,0,NA,NA,2,Nicole Lefore,"Robert B. Daugherty Water for Food Global Institute, University of Nebraska, Lincoln, Nebraska, United States of America",United States of America,https://orcid.org/0000-0003-1649-2479,Nicole Lefore,"Robert B. Daugherty Water for Food Global Institute, University of Nebraska, Lincoln, Nebraska, United States of America",United States of America,https://orcid.org/0000-0003-1649-2479,FALSE,NA,NA,NA,NA,/Biology and life sciences/Agriculture; /Biology and life sciences/Agriculture/Agricultural methods/Agricultural irrigation/Lift irrigation; /Biology and life sciences/Nutrition/Diet/Food; /Biology and life sciences/Organisms/Eukaryota/Plants/Grasses/Rice; /Ecology and environmental sciences/Natural resources/Water resources; /Engineering and technology/Environmental engineering/Water management; /Medicine and health sciences/Nutrition/Diet/Food; /Research and analysis methods/Animal studies/Experimental organism systems/Plant and algal models/Rice; /Social sciences/Economics/Finance; /Social sciences/Political science/National security,journals.plos.org,10.1371/journal.pwat.0000479,Opinion,2025-12-17
10.1371/journal.pwat.0000432,4,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000432,PLOS Water,From pipes to streams: The hidden influence of orthophosphate additions on urban waterways,2025,TRUE,13,docx; docx; docx; docx; docx; tif; tif; tif; tif; pdf; pdf; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s008&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s009&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s010&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s012&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s013&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000432.s014&type=supplementary,8,Anusha Balangoda,"Department of Geology and Environmental Science, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America",United States of America,https://orcid.org/0000-0002-1508-0889,Anusha Balangoda,"Department of Geology and Environmental Science, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America",United States of America,https://orcid.org/0000-0002-1508-0889,TRUE,The data is being formatted and finalized for sharing on Hydroshare once the MS is accepted.,NA,NA,NA,/Biology and life sciences/Ecology/Urban ecology; /Biology and life sciences/Organisms/Eukaryota/Plants/Algae; /Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Ecology/Urban ecology; /Ecology and environmental sciences/Natural resources/Water resources; /Engineering and technology/Environmental engineering/Water management; /Physical sciences/Chemistry/Chemical elements/Manganese; /Physical sciences/Chemistry/Chemical elements/Metallic lead; /Physical sciences/Chemistry/Chemical reactions/Corrosion,journals.plos.org,10.1371/journal.pwat.0000432,Research Article,2025-11-14
10.1371/journal.pwat.0000334,5,1,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000334,PLOS Water,"Assessing geographic variations in household water disruptions across 30,109 communities in India in 2021",2026,TRUE,4,docx; docx; zip; docx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000334.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000334.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000334.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000334.s004&type=supplementary,3,Anoop Jain,"Department of Environmental Health, Boston University School of Public Health, Boston, Massachusetts, United States of America",United States of America,NA,Anoop Jain,"Department of Environmental Health, Boston University School of Public Health, Boston, Massachusetts, United States of America",United States of America,NA,TRUE,The Demographic and Health Surveys data for India is available at https://dhsprogram.com/countries/Country-Main.cfm?ctry_id=57.,available in online repository,https://dhsprogram.com/countries/Country-Main.cfm?ctry_id=57,dhs program,/Earth sciences/Geography/Human geography/Urban geography; /Earth sciences/Geomorphology/Topography/Landforms/Islands; /Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Water quality; /Engineering and technology/Environmental engineering/Water management; /People and places/Geographical locations/Asia/India; /Research and analysis methods/Research design/Survey research/Surveys/Health surveys; /Social sciences/Human geography/Urban geography,journals.plos.org,10.1371/journal.pwat.0000334,Research Article,2026-01-21
10.1371/journal.pwat.0000475,4,12,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000475,PLOS Water,"“If we have water, we have money”: A qualitative investigation of the role of water in women’s economic engagement in Guatemala, Honduras, Kenya, and Zimbabwe",2025,TRUE,4,pdf; docx; docx; xlsx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000475.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000475.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000475.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000475.s004&type=supplementary,28,Emily Ogutu,"Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, United States of America",United States of America,https://orcid.org/0000-0002-7143-4549,Bethany A. Caruso,"Hubert Department of Global Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, United States of America",United States of America,https://orcid.org/0000-0001-9738-9857,TRUE,Data will be availed in FigShare data repository 10.6084/m9.figshare.c.7815533.,available in online repository,https://doi.org/10.6084/m9.figshare.c.7815533; 10.6084/m9.figshare.c.7815533,figshare,/Biology and life sciences/Agriculture/Animal management/Livestock; /Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Natural resources/Water resources; /Medicine and health sciences/Health care/Health economics; /People and places/Geographical locations/Africa/Kenya; /People and places/Geographical locations/Africa/Zimbabwe; /People and places/Geographical locations/North America/Central America/Guatemala; /People and places/Geographical locations/North America/Central America/Honduras; /Social sciences/Economics/Health economics,journals.plos.org,10.1371/journal.pwat.0000475,Research Article,2025-12-03
10.1371/journal.pwat.0000426,5,1,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000426,PLOS Water,"Success criteria comparison of eight implemented projects to improve the planning, design, and construction of floodplain wetlands",2026,TRUE,7,kml; xlsx; pdf; pdf; pdf; vnd.openxmlformats-officedocument.wordprocessingml.document; pdf,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000426.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000426.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000426.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000426.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000426.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000426.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000426.s008&type=supplementary,16,Robert J. Hawley,"Sustainable Streams, Louisville, Kentucky, United States of America",United States of America,https://orcid.org/0000-0002-6900-4398,Robert J. Hawley,"Sustainable Streams, Louisville, Kentucky, United States of America",United States of America,https://orcid.org/0000-0002-6900-4398,TRUE,All data are in the manuscript and supporting information files.,in paper,NA,NA,/Earth sciences/Geology/Petrology/Sediment; /Earth sciences/Geology/Sedimentary geology/Sediment; /Earth sciences/Geomorphology/Erosion; /Earth sciences/Geomorphology/Topography/Landforms/Valleys; /Earth sciences/Geomorphology/Topography/Landforms/Wetlands; /Earth sciences/Hydrology/Flooding; /Earth sciences/Hydrology/Surface water; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Rivers; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Wetlands; /Earth sciences/Marine and aquatic sciences/Bodies of water/Rivers; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Rivers; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Wetlands; /Ecology and environmental sciences/Water quality,journals.plos.org,10.1371/journal.pwat.0000426,Research Article,2026-01-16
10.1371/journal.pwat.0000418,4,12,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000418,PLOS Water,The political economy of water and sanitation in Palestine’s Gaza Strip: A scoping review,2025,TRUE,6,docx; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000418.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000418.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000418.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000418.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000418.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000418.s007&type=supplementary,6,Mariam Fayad,"Independent Researcher, Gaza, Palestine",State of Palestine,https://orcid.org/0009-0008-7386-0120,Mariam Zaqout,"The Bartlett School of Sustainable Construction, University College London, London, United Kingdom",United Kingdom of Great Britain and Northern Ireland,https://orcid.org/0000-0001-6978-8252,TRUE,All relevant data are within the paper and its Supporting Information files.,in paper,NA,NA,/Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Sustainability science; /Engineering and technology/Environmental engineering/Water management; /Medicine and health sciences/Health care/Environmental health/Sanitation; /Medicine and health sciences/Public and occupational health/Environmental health/Sanitation; /People and places/Geographical locations/Asia/Israel; /People and places/Geographical locations/Asia/Palestinian territories; /Research and analysis methods/Research assessment/Peer review; /Social sciences/Economics/Finance,journals.plos.org,10.1371/journal.pwat.0000418,Research Article,2025-12-01
10.1371/journal.pwat.0000487,4,12,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000487,PLOS Water,"Autoclaved but not safe: Persistence of <i>bla</i><sub>CTX-M</sub> and <i>bla</i><sub>TEM</sub> genes encoding extended spectrum β-lactamase in autoclaved microbiological waste destined for municipal sewage disposal in Mwanza, Tanzania",2025,FALSE,0,NA,NA,5,Johannes Rukyaa,"Department of Microbiology and Immunology, Weill Bugando School of Medicine, Catholic University of Health and Allied Sciences, Mwanza, Tanzania",United Republic of Tanzania,https://orcid.org/0000-0001-9392-5384,Johannes Rukyaa,"Department of Microbiology and Immunology, Weill Bugando School of Medicine, Catholic University of Health and Allied Sciences, Mwanza, Tanzania",United Republic of Tanzania,https://orcid.org/0000-0001-9392-5384,TRUE,All data generated or analyzed during this study are fully presented within the paper.,in paper,NA,NA,/Biology and life sciences/Biochemistry/Nucleic acids/DNA; /Biology and life sciences/Evolutionary biology/Evolutionary processes/Horizontal gene transfer; /Biology and life sciences/Genetics/DNA; /Biology and life sciences/Genetics/Gene transfer/Horizontal gene transfer; /Biology and life sciences/Microbiology; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens/Escherichia coli; /Biology and life sciences/Microbiology/Microbial control/Antimicrobial resistance; /Biology and life sciences/Molecular biology/Molecular biology techniques/Artificial gene amplification and extension/Polymerase chain reaction; /Biology and life sciences/Organisms/Bacteria/Enterobacteriaceae/Escherichia/Escherichia coli; /Biology and life sciences/Organisms/Bacteria/Gut bacteria/Escherichia/Escherichia coli; /Engineering and technology/Sanitary engineering/Sewage; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens/Escherichia coli; /Medicine and health sciences/Pharmacology/Antimicrobial resistance; /Research and analysis methods/Animal studies/Experimental organism systems/Model organisms/Escherichia coli; /Research and analysis methods/Animal studies/Experimental organism systems/Prokaryotic models/Escherichia coli; /Research and analysis methods/Equipment preparation/Equipment sterilization/Autoclaving; /Research and analysis methods/Model organisms/Escherichia coli; /Research and analysis methods/Molecular biology techniques/Artificial gene amplification and extension/Polymerase chain reaction,journals.plos.org,10.1371/journal.pwat.0000487,Research Article,2025-12-30
10.1371/journal.pwat.0000356,4,12,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000356,PLOS Water,Community-led polycentric water management for drought mitigation in Southern Zambia,2025,TRUE,9,docx; docx; docx; docx; docx; docx; docx; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s005&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s007&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s009&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000356.s010&type=supplementary,6,Carol Emma Mweemba,"International Water Management Institute, Lusaka, Zambia",Zambia,https://orcid.org/0009-0007-8680-4374,Carol Emma Mweemba,"International Water Management Institute, Lusaka, Zambia",Zambia,https://orcid.org/0009-0007-8680-4374,TRUE,All data underlying the findings of this study “Community-led polycentric water management for drought mitigation in Southern Zambia” are available from International Water Management Institute (IWMI) and can be accessed at https://doi.org/10.5281/zenodo.17579285.,available in online repository,https://doi.org/10.5281/zenodo.17579285; 10.5281/zenodo.17579285,zenodo,/Biology and life sciences/Agriculture/Agricultural methods/Agricultural irrigation/Lift irrigation; /Biology and life sciences/Agriculture/Animal management/Livestock; /Biology and life sciences/Agriculture/Crop science/Crops; /Biology and life sciences/Neuroscience/Cognitive science/Cognition/Decision making; /Biology and life sciences/Neuroscience/Cognitive science/Cognitive psychology/Decision making; /Biology and life sciences/Psychology/Cognitive psychology/Decision making; /Earth sciences/Atmospheric science/Climatology/Climate change; /Earth sciences/Hydrology/Surface water; /Earth sciences/Seasons; /Ecology and environmental sciences/Natural resources/Water resources; /Social sciences/Psychology/Cognitive psychology/Decision making,journals.plos.org,10.1371/journal.pwat.0000356,Research Article,2025-12-02
10.1371/journal.pwat.0000453,4,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000453,PLOS Water,Determinants and spatio-temporal structure of variability in wastewater SARS-CoV-2 viral load measurements in Switzerland: Key insights for future surveillance efforts,2025,TRUE,3,pdf; pdf; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000453.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000453.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000453.s003&type=supplementary,12,Julien Riou,"Department of Epidemiology and Health Systems, Unisanté, Center for Primary Care and Public Health and University of Lausanne, Lausanne, Switzerland",Switzerland,https://orcid.org/0000-0002-3808-2852,Julien Riou,"Department of Epidemiology and Health Systems, Unisanté, Center for Primary Care and Public Health and University of Lausanne, Lausanne, Switzerland",Switzerland,https://orcid.org/0000-0002-3808-2852,TRUE,Data on viral concentration of SARS-CoV-2 in wastewater and data on COVID-19 hospitalizations are freely available from https://www.idd.bag.admin.ch/. Code is available on https://github.com/foph-modelling/multilevel_wbe.,available in online repository,https://www.idd.bag.admin.ch/; https://github.com/foph-modelling/multilevel_wbe,github,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/RNA structure; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Coronaviruses/SARS coronavirus/SARS CoV 2; /Biology and life sciences/Microbiology/Virology/Viral structure; /Biology and life sciences/Microbiology/Virology/Viral transmission and infection/Viral load; /Biology and life sciences/Molecular biology/Macromolecular structure analysis/RNA structure; /Biology and life sciences/Organisms/Viruses/RNA viruses/Coronaviruses/SARS coronavirus/SARS CoV 2; /Biology and life sciences/Organisms/Viruses/Viral pathogens/Coronaviruses/SARS coronavirus/SARS CoV 2; /Earth sciences/Geography; /Medicine and health sciences/Epidemiology/Disease surveillance/Infectious disease surveillance; /Medicine and health sciences/Medical conditions/Infectious diseases/Infectious disease control/Infectious disease surveillance; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Coronaviruses/SARS coronavirus/SARS CoV 2; /People and places/Geographical locations/Europe/Switzerland; /Research and analysis methods/Research facilities/Research laboratories/Government laboratories,journals.plos.org,10.1371/journal.pwat.0000453,Research Article,2025-11-03
10.1371/journal.pwat.0000421,4,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000421,PLOS Water,Comparative analysis of service area boundaries and disparities in drinking water quality,2025,TRUE,5,docx; docx; docx; docx; docx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000421.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000421.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000421.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000421.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000421.s005&type=supplementary,3,Wes Austin,"U.S. Environmental Protection Agency, National Center for Environmental Economics, Washington, District of Columbia, United States of America",United States of America,https://orcid.org/0000-0003-3386-0835,Ahmed Rachid El-Khattabi,"Environmental Finance Center, School of Government, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States of America",United States of America,https://orcid.org/0000-0001-6923-3978,TRUE,"We compile our dataset using records from data from the American Community Survey, EPA’s Safe Drinking Water Information System database, the third and fifth Unregulated Contaminant Monitoring Rule data, Six Year Review data, and a national dataset of community water system service area boundaries, among others. We are storing our compiled database on the following github repository: https://github.com/wesaustin/dw_service_areas_public.",available in online repository,https://github.com/wesaustin/dw_service_areas_public,github,/Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Water quality; /Engineering and technology/Environmental engineering/Water management; /People and places/Population groupings/Ethnicities/Hispanic people; /Physical sciences/Chemistry/Chemical compounds/Nitrates; /Physical sciences/Chemistry/Chemical elements/Arsenic; /Physical sciences/Materials science/Materials/Contaminants; /Research and analysis methods/Research design/Survey research/Census,journals.plos.org,10.1371/journal.pwat.0000421,Research Article,2025-11-03
10.1371/journal.pwat.0000460,4,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000460,PLOS Water,Human dimensions in water crisis management: Gender bias in water manager appraisals and implications for water decision-making,2025,TRUE,3,docx; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000460.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000460.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000460.s003&type=supplementary,6,Lauren Keira Marie Smith,"University of Waterloo, 200 University Ave W, Waterloo, Ontario, Canada",Canada,https://orcid.org/0000-0001-8277-8075,Lauren Keira Marie Smith,"University of Waterloo, 200 University Ave W, Waterloo, Ontario, Canada",Canada,https://orcid.org/0000-0001-8277-8075,TRUE,"Preregistration, research materials, and data are available online at https://osf.io/bp4fy/?view_only=3651d3701e8546de8455c288be194fd4 (anonymized for blind-peer review).",available in online repository,https://osf.io/bp4fy/?view_only=3651d3701e8546de8455c288be194fd4,osf,/Biology and life sciences/Neuroscience/Cognitive science/Cognition/Decision making; /Biology and life sciences/Neuroscience/Cognitive science/Cognitive psychology/Decision making; /Biology and life sciences/Psychology/Cognitive psychology/Decision making; /Biology and life sciences/Psychology/Emotions/Anxiety; /Biology and life sciences/Psychology/Emotions/Fear; /Biology and life sciences/Psychology/Social psychology; /Earth sciences/Atmospheric science/Climatology/Climate change; /Engineering and technology/Environmental engineering/Water management; /Social sciences/Psychology/Cognitive psychology/Decision making; /Social sciences/Psychology/Emotions/Anxiety; /Social sciences/Psychology/Emotions/Fear; /Social sciences/Psychology/Social psychology; /Social sciences/Sociology/Sexual and gender issues; /Social sciences/Sociology/Sexual and gender issues/Gender discrimination; /Social sciences/Sociology/Social discrimination/Gender discrimination,journals.plos.org,10.1371/journal.pwat.0000460,Research Article,2025-11-19
